year,month,rank,name,federation,rating,source
1967,6,1,"Spassky, Boris V.",URS,2670,olimpbase
1967,6,2,"Fischer, Robert James",USA,2670,olimpbase
1967,6,3,"Petrosian, Tigran",URS,2660,olimpbase
1967,6,4,"Botvinnik, Mikhail",URS,2650,olimpbase
1967,6,5,"Tal, Mikhail N.",URS,2650,olimpbase
1967,6,6,"Stein, Leonid",URS,2640,olimpbase
1967,6,7,"Geller, Efim P.",URS,2630,olimpbase
1967,6,8,"Larsen, Bent",DEN,2620,olimpbase
1967,6,9,"Portisch, Lajos",HUN,2620,olimpbase
1967,6,10,"Korchnoi, Viktor",URS,2620,olimpbase
1967,6,11,"Polugaevsky, Lev",URS,2620,olimpbase
1967,6,12,"Keres, Paul",URS,2610,olimpbase
1967,6,13,"Smyslov, Vassily",URS,2610,olimpbase
1967,6,14,"Taimanov, Mark E.",URS,2600,olimpbase
1967,6,15,"Uhlmann, Wolfgang",GDR,2590,olimpbase
1967,6,16,"Unzicker, Wolfgang",GER,2590,olimpbase
1967,6,17,"Kholmov, Ratmir D.",URS,2590,olimpbase
1967,6,18,"Lutikov, Anatoly S.",URS,2590,olimpbase
1967,6,19,"Najdorf, Miguel",ARG,2580,olimpbase
1967,6,20,"Hort, Vlastimil",CSR,2580,olimpbase
1967,6,21,"Boleslavsky, Isaak",URS,2580,olimpbase
1967,6,22,"Bronstein, David I.",URS,2580,olimpbase
1967,6,23,"Furman, Semyen A.",URS,2580,olimpbase
1967,6,24,"Gipslis, Aivars",URS,2580,olimpbase
1967,6,25,"Reshevsky, Samuel H.",USA,2580,olimpbase
1967,6,26,"Savon, Vladimir A.",URS,2570,olimpbase
1967,6,27,"Vasiukov, Evgeni",URS,2570,olimpbase
1967,6,28,"Benko, Pal C.",USA,2570,olimpbase
1967,6,29,"Gligoric, Svetozar",YUG,2570,olimpbase
1967,6,30,"Ivkov, Borislav",YUG,2570,olimpbase
1967,6,31,"Averbakh, Yuri L.",URS,2560,olimpbase
1967,6,32,"Suetin, Alexey S.",URS,2560,olimpbase
1967,6,33,"Evans, Larry M.",USA,2560,olimpbase
1967,6,34,"Olafsson, Fridrik",ISL,2550,olimpbase
1967,6,35,"Pachman, Ludek",CSR,2540,olimpbase
1967,6,36,"Antoshin, Vladimir S.",URS,2540,olimpbase
1967,6,37,"Lein, Anatoly",URS,2540,olimpbase
1967,6,38,"Nei, Iivo",URS,2540,olimpbase
1967,6,39,"Byrne, Robert E.",USA,2540,olimpbase
1967,6,40,"Panno, Oscar",ARG,2530,olimpbase
1967,6,41,"Filip, Miroslav",CSR,2530,olimpbase
1967,6,42,"Kavalek, Lubomir",CSR,2530,olimpbase
1967,6,43,"Pomar Salamanca, Arturo",ESP,2530,olimpbase
1967,6,44,"Szabo, Laszlo",HUN,2530,olimpbase
1967,6,45,"Krogius, Nikolai V.",URS,2530,olimpbase
1967,6,46,"Liberzon, Vladimir M.",URS,2530,olimpbase
1967,6,47,"Lombardy, William J.",USA,2530,olimpbase
1967,6,48,"Matanovic, Aleksandar",YUG,2530,olimpbase
1967,6,49,"Matulovic, Milan",YUG,2530,olimpbase
1967,6,50,"Bolbochan, Julio",ARG,2520,olimpbase
1967,6,51,"Darga, Klaus",GER,2520,olimpbase
1967,6,52,"Donner, Jan-Hein",NED,2520,olimpbase
1967,6,53,"Ciric, Dragoljub M.",YUG,2520,olimpbase
1967,6,54,"Parma, Bruno",YUG,2520,olimpbase
1967,6,55,"Eliskases, Erich",ARG,2510,olimpbase
1967,6,56,"Schmid, Lothar",GER,2510,olimpbase
1967,6,57,"Bilek, Istvan",HUN,2510,olimpbase
1967,6,58,"Osnos, Viatcheslav",URS,2510,olimpbase
1967,6,59,"Simagin, Vladimir",URS,2510,olimpbase
1967,6,60,"Trifunovic, Petar",YUG,2510,olimpbase
1967,6,61,"Tringov, Georgi P.",BUL,2500,olimpbase
1967,6,62,"Pfleger, Helmut",GER,2500,olimpbase
1967,6,63,"Gheorghiu, Florin",ROM,2500,olimpbase
1967,6,64,"Gurgenidze, Bukhuti",URS,2500,olimpbase
1967,6,65,"Shamkovich, Leonid",URS,2500,olimpbase
1967,6,66,"Sanguinetti, Raul",ARG,2490,olimpbase
1967,6,67,"Bobotsov, Milko G.",BUL,2490,olimpbase
1967,6,68,"Yanofsky, Daniel A.",CAN,2490,olimpbase
1967,6,69,"Barczay, Laszlo",HUN,2490,olimpbase
1967,6,70,"Stahlberg, Gideon",SWE,2490,olimpbase
1967,6,71,"Rossetto, Hector",ARG,2480,olimpbase
1967,6,72,"Minev, Nikolay N.",BUL,2480,olimpbase
1967,6,73,"Rossolimo, Nicolas",FRA,2480,olimpbase
1967,6,74,"Barcza, Gedeon",HUN,2480,olimpbase
1967,6,75,"Dely, Peter",HUN,2480,olimpbase
1967,6,76,"Bisguier, Arthur B.",USA,2480,olimpbase
1967,6,77,"Robatsch, Karl",AUT,2470,olimpbase
1967,6,78,"O'Kelly de Galway, Alberic",BEL,2470,olimpbase
1967,6,79,"Padevsky, Nikola",BUL,2470,olimpbase
1967,6,80,"Penrose, Jonathan",ENG,2470,olimpbase
1967,6,81,"Lehmann, Heinz",GER,2470,olimpbase
1967,6,82,"Forintos, Gyozo V.",HUN,2470,olimpbase
1967,6,83,"Lengyel, Levente",HUN,2470,olimpbase
1967,6,84,"Damjanovic, Mato",YUG,2470,olimpbase
1967,6,85,"Janosevic, Dragoljub",YUG,2470,olimpbase
1967,6,86,"Ciocaltea, Victor",ROM,2460,olimpbase
1967,6,87,"Ghitescu, Theodor",ROM,2460,olimpbase
1967,6,88,"Lilienthal, Andor",URS,2460,olimpbase
1967,6,89,"Tolush, Alexander",URS,2460,olimpbase
1967,6,90,"Maric, Rudolf",YUG,2460,olimpbase
1967,6,91,"Pilnik, Herman",ARG,2450,olimpbase
1967,6,92,"Flesch, Janos",HUN,2450,olimpbase
1967,6,93,"Byrne, Donald",USA,2450,olimpbase
1967,6,94,"Guimard, Carlos E.",ARG,2440,olimpbase
1967,6,95,"Haag, Ervin",HUN,2440,olimpbase
1968,4,1,"Fischer, Robert James",USA,2710,olimpbase
1968,4,2,"Botvinnik, Mikhail",URS,2690,olimpbase
1968,4,3,"Korchnoi, Viktor",URS,2660,olimpbase
1968,4,4,"Spassky, Boris V.",URS,2660,olimpbase
1968,4,5,"Larsen, Bent",DEN,2650,olimpbase
1968,4,6,"Petrosian, Tigran",URS,2650,olimpbase
1968,4,7,"Tal, Mikhail N.",URS,2650,olimpbase
1968,4,8,"Geller, Efim P.",URS,2630,olimpbase
1968,4,9,"Smyslov, Vassily",URS,2630,olimpbase
1968,4,10,"Unzicker, Wolfgang",GER,2610,olimpbase
1968,4,11,"Portisch, Lajos",HUN,2610,olimpbase
1968,4,12,"Polugaevsky, Lev",URS,2610,olimpbase
1968,4,13,"Stein, Leonid",URS,2610,olimpbase
1968,4,14,"Keres, Paul",URS,2600,olimpbase
1968,4,15,"Kholmov, Ratmir D.",URS,2600,olimpbase
1968,4,16,"Lutikov, Anatoly S.",URS,2600,olimpbase
1968,4,17,"Najdorf, Miguel",ARG,2590,olimpbase
1968,4,18,"Olafsson, Fridrik",ISL,2590,olimpbase
1968,4,19,"Boleslavsky, Isaak",URS,2590,olimpbase
1968,4,20,"Gligoric, Svetozar",YUG,2590,olimpbase
1968,4,21,"Gipslis, Aivars",URS,2580,olimpbase
1968,4,22,"Krogius, Nikolai V.",URS,2580,olimpbase
1968,4,23,"Taimanov, Mark E.",URS,2580,olimpbase
1968,4,24,"Benko, Pal C.",USA,2580,olimpbase
1968,4,25,"Reshevsky, Samuel H.",USA,2580,olimpbase
1968,4,26,"Hort, Vlastimil",CSR,2570,olimpbase
1968,4,27,"Darga, Klaus",GER,2570,olimpbase
1968,4,28,"Furman, Semyen A.",URS,2570,olimpbase
1968,4,29,"Lein, Anatoly",URS,2570,olimpbase
1968,4,30,"Antoshin, Vladimir S.",URS,2560,olimpbase
1968,4,31,"Gufeld, Eduard",URS,2560,olimpbase
1968,4,32,"Zaitsev, Alexander",URS,2560,olimpbase
1968,4,33,"Evans, Larry M.",USA,2560,olimpbase
1968,4,34,"Ivkov, Borislav",YUG,2560,olimpbase
1968,4,35,"Matulovic, Milan",YUG,2560,olimpbase
1968,4,36,"Mecking, Henrique",BRA,2550,olimpbase
1968,4,37,"Osnos, Viatcheslav",URS,2550,olimpbase
1968,4,38,"Savon, Vladimir A.",URS,2550,olimpbase
1968,4,39,"Vasiukov, Evgeni",URS,2550,olimpbase
1968,4,40,"Matanovic, Aleksandar",YUG,2550,olimpbase
1968,4,41,"Panno, Oscar",ARG,2540,olimpbase
1968,4,42,"Bobotsov, Milko G.",BUL,2540,olimpbase
1968,4,43,"Averbakh, Yuri L.",URS,2540,olimpbase
1968,4,44,"Shamkovich, Leonid",URS,2540,olimpbase
1968,4,45,"Parma, Bruno",YUG,2540,olimpbase
1968,4,46,"Uhlmann, Wolfgang",GDR,2530,olimpbase
1968,4,47,"Bilek, Istvan",HUN,2530,olimpbase
1968,4,48,"Donner, Jan-Hein",NED,2530,olimpbase
1968,4,49,"Gheorghiu, Florin",ROM,2530,olimpbase
1968,4,50,"Suetin, Alexey S.",URS,2530,olimpbase
1968,4,51,"Ciric, Dragoljub M.",YUG,2530,olimpbase
1968,4,52,"Kavalek, Lubomir",CSR,2520,olimpbase
1968,4,53,"Pomar Salamanca, Arturo",ESP,2520,olimpbase
1968,4,54,"Szabo, Laszlo",HUN,2520,olimpbase
1968,4,55,"Byrne, Robert E.",USA,2520,olimpbase
1968,4,56,"Pilnik, Herman",ARG,2510,olimpbase
1968,4,57,"Filip, Miroslav",CSR,2510,olimpbase
1968,4,58,"Schmid, Lothar",GER,2510,olimpbase
1968,4,59,"Kotov, Alexander",URS,2510,olimpbase
1968,4,60,"Liberzon, Vladimir M.",URS,2510,olimpbase
1968,4,61,"Simagin, Vladimir",URS,2510,olimpbase
1968,4,62,"Eliskases, Erich",ARG,2500,olimpbase
1968,4,63,"Barcza, Gedeon",HUN,2500,olimpbase
1968,4,64,"Trifunovic, Petar",YUG,2500,olimpbase
1968,4,65,"Janosevic, Dragoljub",YUG,2490,olimpbase
1968,4,66,"Padevsky, Nikola",BUL,2480,olimpbase
1968,4,67,"Tringov, Georgi P.",BUL,2480,olimpbase
1968,4,68,"Barczay, Laszlo",HUN,2480,olimpbase
1968,4,69,"Yanofsky, Daniel A.",CAN,2470,olimpbase
1968,4,70,"Lengyel, Levente",HUN,2470,olimpbase
1968,4,71,"O'Kelly de Galway, Alberic",BEL,2430,olimpbase
1968,4,72,"Pietzsch, Wolfgang",GDR,2420,olimpbase
1968,4,73,"Damjanovic, Mato",YUG,2420,olimpbase
1969,1,1,"Fischer, Robert James",USA,2720,olimpbase
1969,1,2,"Spassky, Boris V.",URS,2690,olimpbase
1969,1,3,"Korchnoi, Viktor",URS,2680,olimpbase
1969,1,4,"Botvinnik, Mikhail",URS,2660,olimpbase
1969,1,5,"Petrosian, Tigran",URS,2650,olimpbase
1969,1,6,"Larsen, Bent",DEN,2630,olimpbase
1969,1,7,"Portisch, Lajos",HUN,2620,olimpbase
1969,1,8,"Geller, Efim P.",URS,2620,olimpbase
1969,1,9,"Smyslov, Vassily",URS,2620,olimpbase
1969,1,10,"Keres, Paul",URS,2610,olimpbase
1969,1,11,"Polugaevsky, Lev",URS,2610,olimpbase
1969,1,12,"Stein, Leonid",URS,2610,olimpbase
1969,1,13,"Tal, Mikhail N.",URS,2610,olimpbase
1969,1,14,"Olafsson, Fridrik",ISL,2600,olimpbase
1969,1,15,"Kholmov, Ratmir D.",URS,2600,olimpbase
1969,1,16,"Najdorf, Miguel",ARG,2590,olimpbase
1969,1,17,"Hort, Vlastimil",CSR,2590,olimpbase
1969,1,18,"Bronstein, David I.",URS,2590,olimpbase
1969,1,19,"Furman, Semyen A.",URS,2590,olimpbase
1969,1,20,"Taimanov, Mark E.",URS,2590,olimpbase
1969,1,21,"Gligoric, Svetozar",YUG,2590,olimpbase
1969,1,22,"Gipslis, Aivars",URS,2580,olimpbase
1969,1,23,"Krogius, Nikolai V.",URS,2580,olimpbase
1969,1,24,"Lein, Anatoly",URS,2570,olimpbase
1969,1,25,"Vasiukov, Evgeni",URS,2570,olimpbase
1969,1,26,"Evans, Larry M.",USA,2570,olimpbase
1969,1,27,"Reshevsky, Samuel H.",USA,2570,olimpbase
1969,1,28,"Unzicker, Wolfgang",GER,2560,olimpbase
1969,1,29,"Antoshin, Vladimir S.",URS,2560,olimpbase
1969,1,30,"Lutikov, Anatoly S.",URS,2560,olimpbase
1969,1,31,"Savon, Vladimir A.",URS,2560,olimpbase
1969,1,32,"Suetin, Alexey S.",URS,2560,olimpbase
1969,1,33,"Zaitsev, Alexander",URS,2560,olimpbase
1969,1,34,"Matulovic, Milan",YUG,2560,olimpbase
1969,1,35,"Osnos, Viatcheslav",URS,2550,olimpbase
1969,1,36,"Uhlmann, Wolfgang",GDR,2540,olimpbase
1969,1,37,"Darga, Klaus",GER,2540,olimpbase
1969,1,38,"Schmid, Lothar",GER,2540,olimpbase
1969,1,39,"Gheorghiu, Florin",ROM,2540,olimpbase
1969,1,40,"Averbakh, Yuri L.",URS,2540,olimpbase
1969,1,41,"Gufeld, Eduard",URS,2540,olimpbase
1969,1,42,"Liberzon, Vladimir M.",URS,2540,olimpbase
1969,1,43,"Benko, Pal C.",USA,2540,olimpbase
1969,1,44,"Ivkov, Borislav",YUG,2540,olimpbase
1969,1,45,"Panno, Oscar",ARG,2530,olimpbase
1969,1,46,"Mecking, Henrique",BRA,2530,olimpbase
1969,1,47,"Tringov, Georgi P.",BUL,2530,olimpbase
1969,1,48,"Ciric, Dragoljub M.",YUG,2530,olimpbase
1969,1,49,"Matanovic, Aleksandar",YUG,2530,olimpbase
1969,1,50,"Parma, Bruno",YUG,2530,olimpbase
1969,1,51,"Sanguinetti, Raul",ARG,2520,olimpbase
1969,1,52,"Kavalek, Lubomir",CSR,2520,olimpbase
1969,1,53,"Khasin, Abram",URS,2520,olimpbase
1969,1,54,"Nei, Iivo",URS,2520,olimpbase
1969,1,55,"Nikolaevsky, Yuri V.",URS,2520,olimpbase
1969,1,56,"Sakharov, Yuri N.",URS,2520,olimpbase
1969,1,57,"Shamkovich, Leonid",URS,2520,olimpbase
1969,1,58,"Zaitsev, Igor A.",URS,2520,olimpbase
1969,1,59,"Byrne, Robert E.",USA,2520,olimpbase
1969,1,60,"Bolbochan, Julio",ARG,2510,olimpbase
1969,1,61,"Filip, Miroslav",CSR,2510,olimpbase
1969,1,62,"Pachman, Ludek",CSR,2510,olimpbase
1969,1,63,"Kotov, Alexander",URS,2510,olimpbase
1969,1,64,"Sergievsky, Vladimir D.",URS,2510,olimpbase
1969,1,65,"Simagin, Vladimir",URS,2510,olimpbase
1969,1,66,"Bobotsov, Milko G.",BUL,2500,olimpbase
1969,1,67,"Hamann, Svend",DEN,2500,olimpbase
1969,1,68,"Penrose, Jonathan",ENG,2500,olimpbase
1969,1,69,"Pfleger, Helmut",GER,2500,olimpbase
1969,1,70,"Barcza, Gedeon",HUN,2500,olimpbase
1969,1,71,"Bilek, Istvan",HUN,2500,olimpbase
1969,1,72,"Donner, Jan-Hein",NED,2500,olimpbase
1969,1,73,"Gurgenidze, Bukhuti",URS,2500,olimpbase
1969,1,74,"Lombardy, William J.",USA,2500,olimpbase
1969,1,75,"Pomar Salamanca, Arturo",ESP,2490,olimpbase
1969,1,76,"Huebner, Robert",GER,2490,olimpbase
1969,1,77,"Dely, Peter",HUN,2490,olimpbase
1969,1,78,"Forintos, Gyozo V.",HUN,2490,olimpbase
1969,1,79,"Szabo, Laszlo",HUN,2490,olimpbase
1969,1,80,"Klovan, Janis",URS,2490,olimpbase
1969,1,81,"Razuvaev, Yuri S.",URS,2490,olimpbase
1969,1,82,"Tseshkovsky, Vitaly",URS,2490,olimpbase
1969,1,83,"Tukmakov, Vladimir B.",URS,2490,olimpbase
1969,1,84,"Yudovich, Mikhail M.",URS,2490,olimpbase
1969,1,85,"Zheliandinov, Viktor",URS,2490,olimpbase
1969,1,86,"Bukic, Enver",YUG,2490,olimpbase
1969,1,87,"Karaklajic, Nikola",YUG,2490,olimpbase
1969,1,88,"Minic, Dragoljub",YUG,2490,olimpbase
1969,1,89,"Padevsky, Nikola",BUL,2480,olimpbase
1969,1,90,"Teschner, Rudolf",GER,2480,olimpbase
1969,1,91,"Lengyel, Levente",HUN,2480,olimpbase
1969,1,92,"Bagirov, Vladimir",URS,2480,olimpbase
1969,1,93,"Balashov, Yuri S.",URS,2480,olimpbase
1969,1,94,"Flohr, Salomon",URS,2480,olimpbase
1969,1,95,"Podgaets, Mikhail",URS,2480,olimpbase
1969,1,96,"Zhukhovitsky, Samuel",URS,2480,olimpbase
1969,1,97,"Zuckerman, Bernard",USA,2480,olimpbase
1969,1,98,"Kurajica, Bojan",YUG,2480,olimpbase
1969,1,99,"Trifunovic, Petar",YUG,2480,olimpbase
1969,1,100,"Velimirovic, Dragoljub",YUG,2480,olimpbase
1970,1,1,"Fischer, Robert James",USA,2720,olimpbase
1970,1,2,"Korchnoi, Viktor",URS,2670,olimpbase
1970,1,3,"Spassky, Boris V.",URS,2670,olimpbase
1970,1,4,"Geller, Efim P.",URS,2660,olimpbase
1970,1,5,"Larsen, Bent",DEN,2650,olimpbase
1970,1,6,"Petrosian, Tigran",URS,2650,olimpbase
1970,1,7,"Botvinnik, Mikhail",URS,2640,olimpbase
1970,1,8,"Polugaevsky, Lev",URS,2640,olimpbase
1970,1,9,"Portisch, Lajos",HUN,2630,olimpbase
1970,1,10,"Smyslov, Vassily",URS,2620,olimpbase
1970,1,11,"Stein, Leonid",URS,2620,olimpbase
1970,1,12,"Hort, Vlastimil",CSR,2610,olimpbase
1970,1,13,"Keres, Paul",URS,2600,olimpbase
1970,1,14,"Taimanov, Mark E.",URS,2600,olimpbase
1970,1,15,"Krogius, Nikolai V.",URS,2590,olimpbase
1970,1,16,"Tal, Mikhail N.",URS,2590,olimpbase
1970,1,17,"Reshevsky, Samuel H.",USA,2590,olimpbase
1970,1,18,"Gipslis, Aivars",URS,2580,olimpbase
1970,1,19,"Gligoric, Svetozar",YUG,2580,olimpbase
1970,1,20,"Najdorf, Miguel",ARG,2570,olimpbase
1970,1,21,"Uhlmann, Wolfgang",GDR,2570,olimpbase
1970,1,22,"Bronstein, David I.",URS,2570,olimpbase
1970,1,23,"Furman, Semyen A.",URS,2570,olimpbase
1970,1,24,"Ivkov, Borislav",YUG,2570,olimpbase
1970,1,25,"Olafsson, Fridrik",ISL,2560,olimpbase
1970,1,26,"Kholmov, Ratmir D.",URS,2560,olimpbase
1970,1,27,"Savon, Vladimir A.",URS,2560,olimpbase
1970,1,28,"Evans, Larry M.",USA,2560,olimpbase
1970,1,29,"Matulovic, Milan",YUG,2560,olimpbase
1970,1,30,"Darga, Klaus",GER,2550,olimpbase
1970,1,31,"Unzicker, Wolfgang",GER,2550,olimpbase
1970,1,32,"Antoshin, Vladimir S.",URS,2550,olimpbase
1970,1,33,"Averbakh, Yuri L.",URS,2550,olimpbase
1970,1,34,"Vasiukov, Evgeni",URS,2550,olimpbase
1970,1,35,"Zaitsev, Alexander",URS,2550,olimpbase
1970,1,36,"Mecking, Henrique",BRA,2540,olimpbase
1970,1,37,"Schmid, Lothar",GER,2540,olimpbase
1970,1,38,"Balashov, Yuri S.",URS,2540,olimpbase
1970,1,39,"Liberzon, Vladimir M.",URS,2540,olimpbase
1970,1,40,"Osnos, Viatcheslav",URS,2540,olimpbase
1970,1,41,"Shamkovich, Leonid",URS,2540,olimpbase
1970,1,42,"Benko, Pal C.",USA,2540,olimpbase
1970,1,43,"Panno, Oscar",ARG,2530,olimpbase
1970,1,44,"Averkin, Orest N.",URS,2530,olimpbase
1970,1,45,"Gurgenidze, Bukhuti",URS,2530,olimpbase
1970,1,46,"Kuzmin, Gennadi P.",URS,2530,olimpbase
1970,1,47,"Lutikov, Anatoly S.",URS,2530,olimpbase
1970,1,48,"Parma, Bruno",YUG,2530,olimpbase
1970,1,49,"Sanguinetti, Raul",ARG,2520,olimpbase
1970,1,50,"Filip, Miroslav",CSR,2520,olimpbase
1970,1,51,"Gheorghiu, Florin",ROM,2520,olimpbase
1970,1,52,"Gufeld, Eduard",URS,2520,olimpbase
1970,1,53,"Khasin, Abram",URS,2520,olimpbase
1970,1,54,"Nikolaevsky, Yuri V.",URS,2520,olimpbase
1970,1,55,"Lombardy, William J.",USA,2520,olimpbase
1970,1,56,"Ciric, Dragoljub M.",YUG,2520,olimpbase
1970,1,57,"Matanovic, Aleksandar",YUG,2520,olimpbase
1970,1,58,"Bolbochan, Julio",ARG,2510,olimpbase
1970,1,59,"Kavalek, Lubomir",CSR,2510,olimpbase
1970,1,60,"Pachman, Ludek",CSR,2510,olimpbase
1970,1,61,"Huebner, Robert",GER,2510,olimpbase
1970,1,62,"Kotov, Alexander",URS,2510,olimpbase
1970,1,63,"Lein, Anatoly",URS,2510,olimpbase
1970,1,64,"Nei, Iivo",URS,2510,olimpbase
1970,1,65,"Platonov, Igor V.",URS,2510,olimpbase
1970,1,66,"Sakharov, Yuri N.",URS,2510,olimpbase
1970,1,67,Sergeevsky,URS,2510,olimpbase
1970,1,68,"Zhukhovitsky, Samuel",URS,2510,olimpbase
1970,1,69,"Byrne, Robert E.",USA,2510,olimpbase
1970,1,70,"Tringov, Georgi P.",BUL,2500,olimpbase
1970,1,71,"Hamann, Svend",DEN,2500,olimpbase
1970,1,72,"Pomar Salamanca, Arturo",ESP,2500,olimpbase
1970,1,73,"Pfleger, Helmut",GER,2500,olimpbase
1970,1,74,"Klovan, Janis",URS,2500,olimpbase
1970,1,75,"Vladimirov, Boris T.",URS,2500,olimpbase
1970,1,76,"Zaitsev, Igor A.",URS,2500,olimpbase
1970,1,77,"Karaklajic, Nikola",YUG,2500,olimpbase
1970,1,78,"Radulov, Ivan",BUL,2490,olimpbase
1970,1,79,"Penrose, Jonathan",ENG,2490,olimpbase
1970,1,80,"Dely, Peter",HUN,2490,olimpbase
1970,1,81,"Lengyel, Levente",HUN,2490,olimpbase
1970,1,82,"Ciocaltea, Victor",ROM,2490,olimpbase
1970,1,83,"Bagirov, Vladimir",URS,2490,olimpbase
1970,1,84,"Kapengut, Albert Z.",URS,2490,olimpbase
1970,1,85,"Kupreichik, Viktor D.",URS,2490,olimpbase
1970,1,86,"Razuvaev, Yuri S.",URS,2490,olimpbase
1970,1,87,"Tukmakov, Vladimir B.",URS,2490,olimpbase
1970,1,88,"Yudovich, Mikhail M.",URS,2490,olimpbase
1970,1,89,"Zheliandinov, Viktor",URS,2490,olimpbase
1970,1,90,"Addison, Wiliam G.",USA,2490,olimpbase
1970,1,91,"Browne, Walter S.",AUS,2480,olimpbase
1970,1,92,"Bobotsov, Milko G.",BUL,2480,olimpbase
1970,1,93,"Spiridonov, Nikola",BUL,2480,olimpbase
1970,1,94,"Teschner, Rudolf",GER,2480,olimpbase
1970,1,95,"Bilek, Istvan",HUN,2480,olimpbase
1970,1,96,"Forintos, Gyozo V.",HUN,2480,olimpbase
1970,1,97,"Ribli, Zoltan",HUN,2480,olimpbase
1970,1,98,"Mariotti, Sergio",ITA,2480,olimpbase
1970,1,99,"Donner, Jan-Hein",NED,2480,olimpbase
1970,1,100,"Andersson, Ulf",SWE,2480,olimpbase
1971,7,1,"Fischer, Robert James",USA,2760,olimpbase
1971,7,2,"Spassky, Boris V.",URS,2690,olimpbase
1971,7,3,"Korchnoi, Viktor",URS,2670,olimpbase
1971,7,4,"Larsen, Bent",DEN,2660,olimpbase
1971,7,5,"Petrosian, Tigran",URS,2640,olimpbase
1971,7,6,"Polugaevsky, Lev",URS,2640,olimpbase
1971,7,7,"Portisch, Lajos",HUN,2630,olimpbase
1971,7,8,"Botvinnik, Mikhail",URS,2630,olimpbase
1971,7,9,"Smyslov, Vassily",URS,2620,olimpbase
1971,7,10,"Tal, Mikhail N.",URS,2620,olimpbase
1971,7,11,"Geller, Efim P.",URS,2615,olimpbase
1971,7,12,"Keres, Paul",URS,2615,olimpbase
1971,7,13,"Hort, Vlastimil",CSR,2605,olimpbase
1971,7,14,"Stein, Leonid",URS,2605,olimpbase
1971,7,15,"Taimanov, Mark E.",URS,2600,olimpbase
1971,7,16,"Gligoric, Svetozar",YUG,2600,olimpbase
1971,7,17,"Huebner, Robert",GER,2590,olimpbase
1971,7,18,"Bronstein, David I.",URS,2590,olimpbase
1971,7,19,"Gipslis, Aivars",URS,2580,olimpbase
1971,7,20,"Krogius, Nikolai V.",URS,2575,olimpbase
1971,7,21,"Panno, Oscar",ARG,2570,olimpbase
1971,7,22,"Uhlmann, Wolfgang",GDR,2570,olimpbase
1971,7,23,"Olafsson, Fridrik",ISL,2570,olimpbase
1971,7,24,"Balashov, Yuri S.",URS,2570,olimpbase
1971,7,25,"Savon, Vladimir A.",URS,2570,olimpbase
1971,7,26,"Vasiukov, Evgeni",URS,2570,olimpbase
1971,7,27,"Tukmakov, Vladimir B.",URS,2565,olimpbase
1971,7,28,"Boleslavsky, Isaak",URS,2560,olimpbase
1971,7,29,"Kuzmin, Gennadi P.",URS,2560,olimpbase
1971,7,30,"Suetin, Alexey S.",URS,2560,olimpbase
1971,7,31,"Ivkov, Borislav",YUG,2560,olimpbase
1971,7,32,"Schmid, Lothar",GER,2550,olimpbase
1971,7,33,"Averbakh, Yuri L.",URS,2550,olimpbase
1971,7,34,"Kholmov, Ratmir D.",URS,2550,olimpbase
1971,7,35,"Evans, Larry M.",USA,2550,olimpbase
1971,7,36,"Kavalek, Lubomir",USA,2550,olimpbase
1971,7,37,"Reshevsky, Samuel H.",USA,2550,olimpbase
1971,7,38,"Unzicker, Wolfgang",GER,2545,olimpbase
1971,7,39,"Mecking, Henrique",BRA,2540,olimpbase
1971,7,40,"Darga, Klaus",GER,2540,olimpbase
1971,7,41,"Furman, Semyen A.",URS,2540,olimpbase
1971,7,42,"Gurgenidze, Bukhuti",URS,2540,olimpbase
1971,7,43,"Karpov, Anatoly",URS,2540,olimpbase
1971,7,44,"Liberzon, Vladimir M.",URS,2540,olimpbase
1971,7,45,"Lutikov, Anatoly S.",URS,2540,olimpbase
1971,7,46,"Osnos, Viatcheslav",URS,2540,olimpbase
1971,7,47,"Najdorf, Miguel",ARG,2530,olimpbase
1971,7,48,"Sanguinetti, Raul",ARG,2530,olimpbase
1971,7,49,"Gheorghiu, Florin",ROM,2530,olimpbase
1971,7,50,"Podgaets, Mikhail",URS,2530,olimpbase
1971,7,51,"Zaitsev, Alexander",URS,2530,olimpbase
1971,7,52,"Matulovic, Milan",YUG,2530,olimpbase
1971,7,53,"Parma, Bruno",YUG,2530,olimpbase
1971,7,54,"Szabo, Laszlo",HUN,2525,olimpbase
1971,7,55,"Gufeld, Eduard",URS,2520,olimpbase
1971,7,56,"Shamkovich, Leonid",URS,2520,olimpbase
1971,7,57,"Zaitsev, Igor A.",URS,2520,olimpbase
1971,7,58,"Benko, Pal C.",USA,2520,olimpbase
1971,7,59,"Lombardy, William J.",USA,2520,olimpbase
1971,7,60,"Matanovic, Aleksandar",YUG,2520,olimpbase
1971,7,61,"Smejkal, Jan",CSR,2515,olimpbase
1971,7,62,"Pfleger, Helmut",GER,2515,olimpbase
1971,7,63,"Filip, Miroslav",CSR,2510,olimpbase
1971,7,64,"Pachman, Ludek",CSR,2510,olimpbase
1971,7,65,"Markland, Peter R.",ENG,2510,olimpbase
1971,7,66,"Pomar Salamanca, Arturo",ESP,2510,olimpbase
1971,7,67,"Ozsvath, Andras",HUN,2510,olimpbase
1971,7,68,"Andersson, Ulf",SWE,2510,olimpbase
1971,7,69,"Antoshin, Vladimir S.",URS,2510,olimpbase
