Rank,Name,Country,Rating,Year,Month
29,"Kuzmin, Gennadi P.",URS,2560,1978,1
29,"Valvo, Michael J.",USA,2560,1978,1
31,"Smejkal, Jan",CSR,2555,1978,1
31,"Liberzon, Vladimir M.",ISR,2555,1978,1
31,"Kochyev, Alexander",URS,2555,1978,1
31,"Vaganian, Rafael A.",URS,2555,1978,1
31,"Vasiukov, Evgeni",URS,2555,1978,1
36,"Sax, Gyula",HUN,2550,1978,1
36,"Dzindzichashvili, Roman",ISR,2550,1978,1
36,"Dorfman, Josif D.",URS,2550,1978,1
36,"Kholmov, Ratmir D.",URS,2550,1978,1
36,"Krogius, Nikolai V.",URS,2550,1978,1
36,"Savon, Vladimir A.",URS,2550,1978,1
36,"Tseshkovsky, Vitaly",URS,2550,1978,1
36,"Browne, Walter S.",USA,2550,1978,1
36,"Byrne, Robert E.",USA,2550,1978,1
45,"Andersson, Ulf",SWE,2545,1978,1
46,"Gipslis, Aivars",URS,2540,1978,1
46,"Lutikov, Anatoly S.",URS,2540,1978,1
46,"Lombardy, William J.",USA,2540,1978,1
46,"Parma, Bruno",YUG,2540,1978,1
50,"Garcia Gonzales, Guillermo",CUB,2535,1978,1
50,"Malich, Burkhard",GDR,2535,1978,1
50,"Giorgadze, Tamaz",URS,2535,1978,1
50,"Suetin, Alexey S.",URS,2535,1978,1
54,"Pfleger, Helmut",GER,2530,1978,1
54,"Olafsson, Fridrik",ISL,2530,1978,1
54,"Beliavsky, Alexander G.",URS,2530,1978,1
54,"Kupreichik, Viktor D.",URS,2530,1978,1
54,"Timoshchenko, Gennadi A.",URS,2530,1978,1
54,"Evans, Larry M.",USA,2530,1978,1
54,"Goichberg, William",USA,2530,1978,1
54,"Kurajica, Bojan",YUG,2530,1978,1
62,"Najdorf, Miguel",ARG,2525,1978,1
62,"Unzicker, Wolfgang",GER,2525,1978,1
62,"Dvoretzky, Mark",URS,2525,1978,1
62,"Furman, Semyen A.",URS,2525,1978,1
62,"Gufeld, Eduard",URS,2525,1978,1
62,"Hulak, Krunoslav",YUG,2525,1978,1
62,"Matulovic, Milan",YUG,2525,1978,1
69,"Ermenkov, Evgenij",BUL,2520,1978,1
69,"Knaak, Rainer",GDR,2520,1978,1
69,"Vogt, Lothar",GDR,2520,1978,1
69,"Schmid, Lothar",GER,2520,1978,1
69,"Gheorghiu, Florin",ROM,2520,1978,1
69,"Averbakh, Yuri L.",URS,2520,1978,1
69,"Zhidkov, Valery S.",URS,2520,1978,1
69,"Rogoff, Kenneth S.",USA,2520,1978,1
69,"Velimirovic, Dragoljub",YUG,2520,1978,1
78,"Pachman, Ludek",GER,2515,1978,1
78,"Adorjan, Andras",HUN,2515,1978,1
78,"Szabo, Laszlo",HUN,2515,1978,1
78,"Alburt, Lev O.",URS,2515,1978,1
78,"Ivkov, Borislav",YUG,2515,1978,1
83,"Stean, Michael F.",ENG,2510,1978,1
83,"Darga, Klaus",GER,2510,1978,1
83,"Csom, Istvan",HUN,2510,1978,1
83,"Farago, Ivan",HUN,2510,1978,1
83,"Tseitlin, Mikhail S.",URS,2510,1978,1
83,"Tarjan, James E.",USA,2510,1978,1
89,"Jansa, Vlastimil",CSR,2505,1978,1
89,"Vadasz, Laszlo",HUN,2505,1978,1
89,"Schmidt, Wlodzimierz",POL,2505,1978,1
89,"Bagirov, Vladimir",URS,2505,1978,1
89,"Taimanov, Mark E.",URS,2505,1978,1
89,"Lein, Anatoly",USA,2505,1978,1
89,"Knezevic, Milorad",YUG,2505,1978,1
89,"Kovacevic, Vladimir",YUG,2505,1978,1
89,"Matanovic, Aleksandar",YUG,2505,1978,1
98,"Sigurjonsson, Gudmundur",ISL,2500,1978,1
98,"Ree, Hans",NED,2500,1978,1
98,"Grigorian, Karen A.",URS,2500,1978,1
1,"Karpov, Anatoly",URS,2705,1979,1
2,"Kortschnoj, Viktor",SUI,2695,1979,1
3,"Portisch, Lajos",HUN,2640,1979,1
3,"Spassky, Boris V.",URS,2640,1979,1
5,"Timman, Jan H.",NED,2625,1979,1
5,"Polugaevsky, Lev",URS,2625,1979,1
7,"Larsen, Bent",DEN,2620,1979,1
8,"Mecking, Henrique",BRA,2615,1979,1
8,"Tal, Mikhail N.",URS,2615,1979,1
10,"Petrosian, Tigran",URS,2610,1979,1
11,"Hort, Vlastimil",CSR,2600,1979,1
11,"Balashov, Yuri S.",URS,2600,1979,1
13,"Huebner, Robert",GER,2595,1979,1
13,"Ribli, Zoltan",HUN,2595,1979,1
13,"Dzindzichashvili, Roman",ISR,2595,1979,1
13,"Beliavsky, Alexander G.",URS,2595,1979,1
13,"Dorfman, Josif D.",URS,2595,1979,1
18,"Sax, Gyula",HUN,2590,1979,1
18,"Kavalek, Lubomir",USA,2590,1979,1
18,"Ljubojevic, Ljubomir",YUG,2590,1979,1
21,"Gulko, Boris F.",URS,2585,1979,1
22,"Tukmakov, Vladimir B.",URS,2575,1979,1
23,"Vaganian, Rafael A.",URS,2570,1979,1
24,"Knaak, Rainer",GDR,2565,1979,1
24,"Kuzmin, Gennadi P.",URS,2565,1979,1
26,"Miles, Anthony J.",ENG,2560,1979,1
26,"Andersson, Ulf",SWE,2560,1979,1
26,"Romanishin, Oleg M.",URS,2560,1979,1
26,"Smyslov, Vassily",URS,2560,1979,1
26,"Tseshkovsky, Vitaly",URS,2560,1979,1
26,"Vasiukov, Evgeni",URS,2560,1979,1
26,"Gligoric, Svetozar",YUG,2560,1979,1
33,"Olafsson, Fridrik",ISL,2555,1979,1
33,"Bronstein, David I.",URS,2555,1979,1
35,"Smejkal, Jan",CSR,2550,1979,1
35,"Geller, Efim P.",URS,2550,1979,1
35,"Kholmov, Ratmir D.",URS,2550,1979,1
35,"Krogius, Nikolai V.",URS,2550,1979,1
35,"Savon, Vladimir A.",URS,2550,1979,1
40,"Panno, Oscar",ARG,2545,1979,1
40,"Quinteros, Miguel A.",ARG,2545,1979,1
40,"Pfleger, Helmut",GER,2545,1979,1
40,"Bagirov, Vladimir",URS,2545,1979,1
40,"Kochyev, Alexander",URS,2545,1979,1
40,"Sveshnikov, Evgeny",URS,2545,1979,1
46,"Stean, Michael F.",ENG,2540,1979,1
46,"Gheorghiu, Florin",ROM,2540,1979,1
46,"Kupreichik, Viktor D.",URS,2540,1979,1
46,"Browne, Walter S.",USA,2540,1979,1
50,"Sosonko, Gennadi",NED,2535,1979,1
50,"Giorgadze, Tamaz",URS,2535,1979,1
50,"Suetin, Alexey S.",URS,2535,1979,1
50,"Byrne, Robert E.",USA,2535,1979,1
50,"Lein, Anatoly",USA,2535,1979,1
55,"Malich, Burkhard",GDR,2530,1979,1
55,"Uhlmann, Wolfgang",GDR,2530,1979,1
55,"Unzicker, Wolfgang",GER,2530,1979,1
55,"Gufeld, Eduard",URS,2530,1979,1
55,"Timoshchenko, Gennadi A.",URS,2530,1979,1
55,"Parma, Bruno",YUG,2530,1979,1
61,"Adorjan, Andras",HUN,2525,1979,1
61,"Dvoretzky, Mark",URS,2525,1979,1
61,"Gipslis, Aivars",URS,2525,1979,1
61,"Tarjan, James E.",USA,2525,1979,1
61,"Ivkov, Borislav",YUG,2525,1979,1
66,"Schmid, Lothar",GER,2520,1979,1
66,"Torre, Eugenio",PHI,2520,1979,1
66,"Zhidkov, Valery S.",URS,2520,1979,1
66,"Evans, Larry M.",USA,2520,1979,1
66,"Lombardy, William J.",USA,2520,1979,1
66,"Sahovic, Dragutin",YUG,2520,1979,1
72,"Najdorf, Miguel",ARG,2515,1979,1
72,"Szabo, Laszlo",HUN,2515,1979,1
72,"Liberzon, Vladimir M.",ISR,2515,1979,1
72,"Alburt, Lev O.",URS,2515,1979,1
72,"Averbakh, Yuri L.",URS,2515,1979,1
72,"Lutikov, Anatoly S.",URS,2515,1979,1
72,"Palatnik, Semon",URS,2515,1979,1
72,"Rogoff, Kenneth S.",USA,2515,1979,1
72,"Kurajica, Bojan",YUG,2515,1979,1
72,"Velimirovic, Dragoljub",YUG,2515,1979,1
82,"Pachman, Ludek",GER,2510,1979,1
82,"Csom, Istvan",HUN,2510,1979,1
82,"Farago, Ivan",HUN,2510,1979,1
82,"Taimanov, Mark E.",URS,2510,1979,1
82,"Mednis, Edmar J.",USA,2510,1979,1
82,"Matulovic, Milan",YUG,2510,1979,1
88,"Darga, Klaus",GER,2505,1979,1
88,"Gurgenidze, Bukhuti",URS,2505,1979,1
88,"Tseitlin, Mark D.",URS,2505,1979,1
88,"Tseitlin, Mikhail S.",URS,2505,1979,1
88,"Zaitsev, Igor A.",URS,2505,1979,1
88,"Marjanovic, Slavoljub",YUG,2505,1979,1
94,"Hernandez, Roman",CUB,2500,1979,1
94,"Nunn, John D. M.",ENG,2500,1979,1
94,"Vogt, Lothar",GDR,2500,1979,1
94,"Makarichev, Sergey",URS,2500,1979,1
94,"Ney, Iivo",URS,2500,1979,1
94,"Rashkovsky, Nukhim N.",URS,2500,1979,1
94,"Knezevic, Milorad",YUG,2500,1979,1
1,"Karpov, Anatoly",URS,2725,1980,1
2,"Tal, Mikhail N.",URS,2705,1980,1
3,"Kortschnoj, Viktor",SUI,2695,1980,1
4,"Portisch, Lajos",HUN,2655,1980,1
5,"Polugaevsky, Lev",URS,2635,1980,1
6,"Mecking, Henrique",BRA,2615,1980,1
6,"Petrosian, Tigran",URS,2615,1980,1
6,"Spassky, Boris V.",URS,2615,1980,1
9,"Ribli, Zoltan",HUN,2610,1980,1
10,"Gheorghiu, Florin",ROM,2605,1980,1
11,"Huebner, Robert",GER,2600,1980,1
11,"Timman, Jan H.",NED,2600,1980,1
11,"Balashov, Yuri S.",URS,2600,1980,1
11,"Kavalek, Lubomir",USA,2600,1980,1
15,"Hort, Vlastimil",CSR,2595,1980,1
15,"Kasparov, Garry",URS,2595,1980,1
15,"Tseshkovsky, Vitaly",URS,2595,1980,1
18,"Andersson, Ulf",SWE,2590,1980,1
18,"Beliavsky, Alexander G.",URS,2590,1980,1
18,"Gulko, Boris F.",URS,2590,1980,1
18,"Vaganian, Rafael A.",URS,2590,1980,1
18,"Ljubojevic, Ljubomir",YUG,2590,1980,1
23,"Larsen, Bent",DEN,2585,1980,1
24,"Romanishin, Oleg M.",URS,2580,1980,1
25,"Sax, Gyula",HUN,2570,1980,1
25,"Sveshnikov, Evgeny",URS,2570,1980,1
25,"Dzindzichashvili, Roman",USA,2570,1980,1
28,"Geller, Efim P.",URS,2565,1980,1
28,"Gligoric, Svetozar",YUG,2565,1980,1
30,"Bagirov, Vladimir",URS,2560,1980,1
30,"Tukmakov, Vladimir B.",URS,2560,1980,1
32,"Smejkal, Jan",CSR,2555,1980,1
33,"Adorjan, Andras",HUN,2550,1980,1
33,"Krogius, Nikolai V.",URS,2550,1980,1
33,"Smyslov, Vassily",URS,2550,1980,1
36,"Miles, Anthony J.",ENG,2545,1980,1
36,"Olafsson, Fridrik",ISL,2545,1980,1
36,"Liberzon, Vladimir M.",ISR,2545,1980,1
36,"Sosonko, Gennadi",NED,2545,1980,1
36,"Vasiukov, Evgeni",URS,2545,1980,1
41,"Panno, Oscar",ARG,2540,1980,1
41,"Dorfman, Josif D.",URS,2540,1980,1
41,"Browne, Walter S.",USA,2540,1980,1
44,"Knaak, Rainer",GDR,2535,1980,1
44,"Pinter, Jozsef",HUN,2535,1980,1
44,"Bronstein, David I.",URS,2535,1980,1
44,"Dolmatov, Sergey",URS,2535,1980,1
44,"Kholmov, Ratmir D.",URS,2535,1980,1
44,"Kochyev, Alexander",URS,2535,1980,1
44,"Kupreichik, Viktor D.",URS,2535,1980,1
44,"Psakhis, Lev",URS,2535,1980,1
52,"Stean, Michael F.",ENG,2530,1980,1
52,"Schmid, Lothar",GER,2530,1980,1
52,"Kuzmin, Gennadi P.",URS,2530,1980,1
52,"Timoshchenko, Gennadi A.",URS,2530,1980,1
52,"Byrne, Robert E.",USA,2530,1980,1
52,"Tarjan, James E.",USA,2530,1980,1
52,"Ivkov, Borislav",YUG,2530,1980,1
59,"Pfleger, Helmut",GER,2525,1980,1
59,"Lombardy, William J.",USA,2525,1980,1
61,"Malich, Burkhard",GDR,2520,1980,1
61,"Ree, Hans",NED,2520,1980,1
61,"Torre, Eugenio",PHI,2520,1980,1
61,"Rashkovsky, Nukhim N.",URS,2520,1980,1
61,"Zhidkov, Valery S.",URS,2520,1980,1
61,"Evans, Larry M.",USA,2520,1980,1
61,"Lein, Anatoly",USA,2520,1980,1
61,"Rogoff, Kenneth S.",USA,2520,1980,1
61,"Parma, Bruno",YUG,2520,1980,1
70,"Quinteros, Miguel A.",ARG,2515,1980,1
70,"Nunn, John D. M.",ENG,2515,1980,1
70,"Razuvaev, Yuri S.",URS,2515,1980,1
70,"Tseitlin, Mark D.",URS,2515,1980,1
70,"Alburt, Lev O.",USA,2515,1980,1
70,"Shamkovich, Leonid",USA,2515,1980,1
70,"Velimirovic, Dragoljub",YUG,2515,1980,1
77,"Najdorf, Miguel",ARG,2510,1980,1
77,"Uhlmann, Wolfgang",GDR,2510,1980,1
77,"Vogt, Lothar",GDR,2510,1980,1
77,"Pachman, Ludek",GER,2510,1980,1
77,"Unzicker, Wolfgang",GER,2510,1980,1
77,"Csom, Istvan",HUN,2510,1980,1
77,"Dvoretzky, Mark",URS,2510,1980,1
77,"Gufeld, Eduard",URS,2510,1980,1
77,"Savon, Vladimir A.",URS,2510,1980,1
77,"Taimanov, Mark E.",URS,2510,1980,1
77,"Seirawan, Yasser",USA,2510,1980,1
77,"Kovacevic, Vladimir",YUG,2510,1980,1
89,"Garcia Gonzales, Guillermo",CUB,2505,1980,1
89,"Farago, Ivan",HUN,2505,1980,1
89,"Szabo, Laszlo",HUN,2505,1980,1
89,"Gurgenidze, Bukhuti",URS,2505,1980,1
89,"Palatnik, Semon",URS,2505,1980,1
89,"Kurajica, Bojan",YUG,2505,1980,1
95,"Vadasz, Laszlo",HUN,2500,1980,1
95,"Mariotti, Sergio",ITA,2500,1980,1
95,"Gipslis, Aivars",URS,2500,1980,1
95,"Suetin, Alexey S.",URS,2500,1980,1
95,"Tseitlin, Mikhail S.",URS,2500,1980,1
95,"Bukic, Enver",YUG,2500,1980,1
1,"Karpov, Anatoly",URS,2690,1981,1
2,"Portisch, Lajos",HUN,2650,1981,1
2,"Kortschnoj, Viktor",SUI,2650,1981,1
4,"Huebner, Robert",GER,2635,1981,1
4,"Spassky, Boris V.",URS,2635,1981,1
6,"Kasparov, Garry",URS,2625,1981,1
7,"Timman, Jan H.",NED,2620,1981,1
7,"Beliavsky, Alexander G.",URS,2620,1981,1
7,"Polugaevsky, Lev",URS,2620,1981,1
10,"Mecking, Henrique",BRA,2615,1981,1
10,"Geller, Efim P.",URS,2615,1981,1
12,"Larsen, Bent",DEN,2610,1981,1
12,"Andersson, Ulf",SWE,2610,1981,1
14,"Ljubojevic, Ljubomir",YUG,2605,1981,1
15,"Balashov, Yuri S.",URS,2600,1981,1
16,"Sosonko, Gennadi",NED,2595,1981,1
16,"Romanishin, Oleg M.",URS,2595,1981,1
18,"Miles, Anthony J.",ENG,2590,1981,1
18,"Gulko, Boris F.",URS,2590,1981,1
20,"Ribli, Zoltan",HUN,2585,1981,1
20,"Petrosian, Tigran",URS,2585,1981,1
22,"Hort, Vlastimil",CSR,2575,1981,1
22,"Nunn, John D. M.",ENG,2575,1981,1
22,"Kupreichik, Viktor D.",URS,2575,1981,1
22,"Yusupov, Artur",URS,2575,1981,1
22,"Alburt, Lev O.",USA,2575,1981,1
27,"Vaganian, Rafael A.",URS,2565,1981,1
28,"Sax, Gyula",HUN,2560,1981,1
29,"Tal, Mikhail N.",URS,2555,1981,1
29,"Browne, Walter S.",USA,2555,1981,1
29,"Seirawan, Yasser",USA,2555,1981,1
32,"Pinter, Jozsef",HUN,2550,1981,1
32,"Torre, Eugenio",PHI,2550,1981,1
32,"Krogius, Nikolai V.",URS,2550,1981,1
32,"Kavalek, Lubomir",USA,2550,1981,1
36,"Adorjan, Andras",HUN,2545,1981,1
36,"Gheorghiu, Florin",ROM,2545,1981,1
36,"Dolmatov, Sergey",URS,2545,1981,1
36,"Kuzmin, Gennadi P.",URS,2545,1981,1
36,"Smyslov, Vassily",URS,2545,1981,1
36,"Vasiukov, Evgeni",URS,2545,1981,1
42,"Kochyev, Alexander",URS,2540,1981,1
42,"Ivkov, Borislav",YUG,2540,1981,1
44,"Smejkal, Jan",CSR,2535,1981,1
44,"Speelman, Jonathan S.",ENG,2535,1981,1
44,"Farago, Ivan",HUN,2535,1981,1
44,"Makarichev, Sergey",URS,2535,1981,1
44,"Mikhalchishin, Adrian",URS,2535,1981,1
44,"Rashkovsky, Nukhim N.",URS,2535,1981,1
44,"Sveshnikov, Evgeny",URS,2535,1981,1
51,"Najdorf, Miguel",ARG,2530,1981,1
51,"Schmid, Lothar",GER,2530,1981,1
51,"Olafsson, Fridrik",ISL,2530,1981,1
51,"Giorgadze, Tamaz",URS,2530,1981,1
51,"Panchenko, Alexander N.",URS,2530,1981,1
51,"Tseshkovsky, Vitaly",URS,2530,1981,1
51,"Tarjan, James E.",USA,2530,1981,1
51,"Gligoric, Svetozar",YUG,2530,1981,1
59,"Razuvaev, Yuri S.",URS,2525,1981,1
59,"Evans, Larry M.",USA,2525,1981,1
61,"Panno, Oscar",ARG,2520,1981,1
61,"Ftacnik, Lubomir",CSR,2520,1981,1
61,"Garcia Gonzales, Guillermo",CUB,2520,1981,1
61,"Lerner, Konstantin Z.",URS,2520,1981,1
61,"Lombardy, William J.",USA,2520,1981,1
66,"Unzicker, Wolfgang",GER,2515,1981,1
66,"Gufeld, Eduard",URS,2515,1981,1
66,"Christiansen, Larry M.",USA,2515,1981,1
66,"Marjanovic, Slavoljub",YUG,2515,1981,1
66,"Nikolic, Predrag",YUG,2515,1981,1
71,"Szabo, Laszlo",HUN,2510,1981,1
71,"Timoshchenko, Gennadi A.",URS,2510,1981,1
71,"Byrne, Robert E.",USA,2510,1981,1
71,"Cebalo, Miso",YUG,2510,1981,1
75,"Quinteros, Miguel A.",ARG,2505,1981,1
75,"Stean, Michael F.",ENG,2505,1981,1
75,"Pfleger, Helmut",GER,2505,1981,1
75,"Bagirov, Vladimir",URS,2505,1981,1
75,"Dorfman, Josif D.",URS,2505,1981,1
75,"Kholmov, Ratmir D.",URS,2505,1981,1
75,"Tseitlin, Mikhail S.",URS,2505,1981,1
75,"Zhidkov, Valery S.",URS,2505,1981,1
75,"Rogoff, Kenneth S.",USA,2505,1981,1
75,"Vukic, Milan",YUG,2505,1981,1
85,"Csom, Istvan",HUN,2500,1981,1
85,"Gruenfeld, Yehuda",ISR,2500,1981,1
85,"Psakhis, Lev",URS,2500,1981,1
85,"Taimanov, Mark E.",URS,2500,1981,1
85,"Kovacevic, Vladimir",YUG,2500,1981,1
85,"Matanovic, Aleksandar",YUG,2500,1981,1
85,"Parma, Bruno",YUG,2500,1981,1
92,"Knaak, Rainer",GDR,2495,1981,1
92,"Darga, Klaus",GER,2495,1981,1
92,"Tatai, Stefano",ITA,2495,1981,1
92,"Schmidt, Wlodzimierz",POL,2495,1981,1
92,"Eingorn, Vereslav S.",URS,2495,1981,1
92,"Ney, Iivo",URS,2495,1981,1
92,"Petrosian, Arshak B.",URS,2495,1981,1
92,"Tseitlin, Mark D.",URS,2495,1981,1
92,"Shamkovich, Leonid",USA,2495,1981,1
1,"Karpov, Anatoly",URS,2700,1981,7
2,"Kortschnoj, Viktor",SUI,2695,1981,7
3,"Huebner, Robert",GER,2640,1981,7
4,"Timman, Jan H.",NED,2630,1981,7
4,"Kasparov, Garry",URS,2630,1981,7
4,"Spassky, Boris V.",URS,2630,1981,7
7,"Portisch, Lajos",HUN,2620,1981,7
8,"Mecking, Henrique",BRA,2615,1981,7
8,"Beliavsky, Alexander G.",URS,2615,1981,7
10,"Larsen, Bent",DEN,2610,1981,7
10,"Polugaevsky, Lev",URS,2610,1981,7
12,"Andersson, Ulf",SWE,2600,1981,7
12,"Balashov, Yuri S.",URS,2600,1981,7
14,"Hort, Vlastimil",CSR,2595,1981,7
14,"Kavalek, Lubomir",USA,2595,1981,7
16,"Ribli, Zoltan",HUN,2590,1981,7
16,"Romanishin, Oleg M.",URS,2590,1981,7
16,"Ljubojevic, Ljubomir",YUG,2590,1981,7
19,"Sosonko, Gennadi",NED,2585,1981,7
19,"Petrosian, Tigran",URS,2585,1981,7
19,"Yusupov, Artur",URS,2585,1981,7
22,"Nunn, John D. M.",ENG,2580,1981,7
22,"Kupreichik, Viktor D.",URS,2580,1981,7
22,"Smyslov, Vassily",URS,2580,1981,7
22,"Alburt, Lev O.",USA,2580,1981,7
26,"Dolmatov, Sergey",URS,2575,1981,7
26,"Tseshkovsky, Vitaly",URS,2575,1981,7
26,"Christiansen, Larry M.",USA,2575,1981,7
29,"Browne, Walter S.",USA,2570,1981,7
30,"Miles, Anthony J.",ENG,2565,1981,7
30,"Gulko, Boris F.",URS,2565,1981,7
30,"Vaganian, Rafael A.",URS,2565,1981,7
30,"Seirawan, Yasser",USA,2565,1981,7
34,"Gheorghiu, Florin",ROM,2560,1981,7
34,"Tal, Mikhail N.",URS,2560,1981,7
36,"Sax, Gyula",HUN,2550,1981,7
36,"Geller, Efim P.",URS,2550,1981,7
36,"Krogius, Nikolai V.",URS,2550,1981,7
36,"Kuzmin, Gennadi P.",URS,2550,1981,7
36,"Ivanovic, Bozidar",YUG,2550,1981,7
41,"Mikhalchishin, Adrian",URS,2545,1981,7
41,"Sveshnikov, Evgeny",URS,2545,1981,7
41,"Vasiukov, Evgeni",URS,2545,1981,7
41,"Gligoric, Svetozar",YUG,2545,1981,7
45,"Smejkal, Jan",CSR,2540,1981,7
45,"Kochyev, Alexander",URS,2540,1981,7
45,"Rashkovsky, Nukhim N.",URS,2540,1981,7
45,"Tarjan, James E.",USA,2540,1981,7
49,"Psakhis, Lev",URS,2535,1981,7
50,"Adorjan, Andras",HUN,2530,1981,7
50,"Olafsson, Fridrik",ISL,2530,1981,7
50,"Chandler, Murray G.",NZL,2530,1981,7
50,"Grunberg, Sergiu Henric",ROM,2530,1981,7
50,"Makarichev, Sergey",URS,2530,1981,7
50,"Panchenko, Alexander N.",URS,2530,1981,7
56,"Ftacnik, Lubomir",CSR,2525,1981,7
56,"Schmid, Lothar",GER,2525,1981,7
56,"Torre, Eugenio",PHI,2525,1981,7
56,"Evans, Larry M.",USA,2525,1981,7
60,"Quinteros, Miguel A.",ARG,2520,1981,7
60,"Speelman, Jonathan S.",ENG,2520,1981,7
60,"Gufeld, Eduard",URS,2520,1981,7
60,"Kholmov, Ratmir D.",URS,2520,1981,7
60,"Lerner, Konstantin Z.",URS,2520,1981,7
60,"Taimanov, Mark E.",URS,2520,1981,7
60,"Velimirovic, Dragoljub",YUG,2520,1981,7
67,"Farago, Ivan",HUN,2515,1981,7
67,"Gruenfeld, Yehuda",ISR,2515,1981,7
67,"Giorgadze, Tamaz",URS,2515,1981,7
67,"Lombardy, William J.",USA,2515,1981,7
67,"Marjanovic, Slavoljub",YUG,2515,1981,7
72,"Najdorf, Miguel",ARG,2510,1981,7
72,"Uhlmann, Wolfgang",GDR,2510,1981,7
72,"Pinter, Jozsef",HUN,2510,1981,7
72,"Szabo, Laszlo",HUN,2510,1981,7
72,"Ree, Hans",NED,2510,1981,7
72,"Razuvaev, Yuri S.",URS,2510,1981,7
72,"Byrne, Robert E.",USA,2510,1981,7
72,"Lein, Anatoly",USA,2510,1981,7
72,"Ivkov, Borislav",YUG,2510,1981,7
72,"Nikolic, Predrag",YUG,2510,1981,7
82,"Panno, Oscar",ARG,2505,1981,7
82,"Ivanov, Igor V.",CAN,2505,1981,7
82,"Unzicker, Wolfgang",GER,2505,1981,7
82,"Bagirov, Vladimir",URS,2505,1981,7
82,"Bronstein, David I.",URS,2505,1981,7
82,"Dorfman, Josif D.",URS,2505,1981,7
82,"Timoshchenko, Gennadi A.",URS,2505,1981,7
82,"Zhidkov, Valery S.",URS,2505,1981,7
82,"Rogoff, Kenneth S.",USA,2505,1981,7
82,"Parma, Bruno",YUG,2505,1981,7
92,"Nogueiras, Jesus",CUB,2500,1981,7
92,"Pfleger, Helmut",GER,2500,1981,7
92,"Csom, Istvan",HUN,2500,1981,7
92,"Suba, Mihai",ROM,2500,1981,7
92,"Tseitlin, Mikhail S.",URS,2500,1981,7
92,"Shamkovich, Leonid",USA,2500,1981,7
92,"Cebalo, Miso",YUG,2500,1981,7
92,"Kurajica, Bojan",YUG,2500,1981,7
92,"Matanovic, Aleksandar",YUG,2500,1981,7
1,"Karpov, Anatoly",URS,2720,1982,1
2,"Timman, Jan H.",NED,2655,1982,1
3,"Kortschnoj, Viktor",SUI,2645,1982,1
4,"Kasparov, Garry",URS,2640,1982,1
5,"Portisch, Lajos",HUN,2630,1982,1
6,"Spassky, Boris V.",URS,2625,1982,1
7,"Huebner, Robert",GER,2620,1982,1
8,"Mecking, Henrique",BRA,2615,1982,1
8,"Beliavsky, Alexander G.",URS,2615,1982,1
10,"Larsen, Bent",DEN,2605,1982,1
10,"Andersson, Ulf",SWE,2605,1982,1
10,"Petrosian, Tigran",URS,2605,1982,1
10,"Tal, Mikhail N.",URS,2605,1982,1
14,"Polugaevsky, Lev",URS,2600,1982,1
14,"Ljubojevic, Ljubomir",YUG,2600,1982,1
16,"Balashov, Yuri S.",URS,2595,1982,1
16,"Tseshkovsky, Vitaly",URS,2595,1982,1
18,"Hort, Vlastimil",CSR,2590,1982,1
18,"Nunn, John D. M.",ENG,2590,1982,1
18,"Ribli, Zoltan",HUN,2590,1982,1
18,"Dolmatov, Sergey",URS,2590,1982,1
18,"Kavalek, Lubomir",USA,2590,1982,1
23,"Browne, Walter S.",USA,2585,1982,1
23,"Christiansen, Larry M.",USA,2585,1982,1
25,"Sosonko, Gennadi",NED,2580,1982,1
25,"Romanishin, Oleg M.",URS,2580,1982,1
27,"Miles, Anthony J.",ENG,2575,1982,1
27,"Seirawan, Yasser",USA,2575,1982,1
29,"Smejkal, Jan",CSR,2570,1982,1
29,"Kupreichik, Viktor D.",URS,2570,1982,1
31,"Gulko, Boris F.",URS,2565,1982,1
31,"Smyslov, Vassily",URS,2565,1982,1
33,"Ftacnik, Lubomir",CSR,2560,1982,1
34,"Yusupov, Artur",URS,2555,1982,1
35,"Speelman, Jonathan S.",ENG,2550,1982,1
35,"Sax, Gyula",HUN,2550,1982,1
35,"Gheorghiu, Florin",ROM,2550,1982,1
35,"Krogius, Nikolai V.",URS,2550,1982,1
35,"Vaganian, Rafael A.",URS,2550,1982,1
35,"Alburt, Lev O.",USA,2550,1982,1
41,"Geller, Efim P.",URS,2545,1982,1
41,"Kuzmin, Gennadi P.",URS,2545,1982,1
41,"Psakhis, Lev",URS,2545,1982,1
44,"Torre, Eugenio",PHI,2535,1982,1
44,"Gligoric, Svetozar",YUG,2535,1982,1
46,"Olafsson, Fridrik",ISL,2530,1982,1
46,"Mikhalchishin, Adrian",URS,2530,1982,1
48,"Schmid, Lothar",GER,2525,1982,1
48,"Sveshnikov, Evgeny",URS,2525,1982,1
50,"Pinter, Jozsef",HUN,2520,1982,1
50,"Tarjan, James E.",USA,2520,1982,1
52,"Ivanov, Igor V.",CAN,2515,1982,1
52,"Uhlmann, Wolfgang",GDR,2515,1982,1
52,"Adorjan, Andras",HUN,2515,1982,1
52,"Rashkovsky, Nukhim N.",URS,2515,1982,1
52,"Byrne, Robert E.",USA,2515,1982,1
52,"Evans, Larry M.",USA,2515,1982,1
52,"Marjanovic, Slavoljub",YUG,2515,1982,1
59,"Najdorf, Miguel",ARG,2510,1982,1
59,"Panno, Oscar",ARG,2510,1982,1
59,"Unzicker, Wolfgang",GER,2510,1982,1
59,"Szabo, Laszlo",HUN,2510,1982,1
59,"Dorfman, Josif D.",URS,2510,1982,1
