Rank,Name,Country,Rating,Year,Month
33,"Spassky, Boris V.",FRA,2580,1989,1
34,"Ljubojevic, Ljubomir",YUG,2580,1989,1
35,"Dolmatov, Sergey",URS,2580,1989,1
36,"Chernin, Alexander",URS,2580,1989,1
37,"Hort, Vlastimil",GER,2580,1989,1
38,"Larsen, Bent",DEN,2580,1989,1
38,"Sokolov, Ivan",YUG,2580,1989,1
40,"Nogueiras, Jesus",CUB,2575,1989,1
41,"Dokhoian, Yury",URS,2575,1989,1
42,"Polugaevsky, Lev",URS,2575,1989,1
43,"Spraggett, Kevin",CAN,2575,1989,1
44,"Eingorn, Vereslav S.",URS,2570,1989,1
45,"De Firmian, Nick E.",USA,2570,1989,1
46,"Dlugy, Maxim",USA,2570,1989,1
47,"Hellers, Ferdinand",SWE,2565,1989,1
48,"Dorfman, Josif D.",URS,2565,1989,1
49,"Torre, Eugenio",PHI,2565,1989,1
50,"Kavalek, Lubomir",USA,2565,1989,1
51,"Van der Wiel, John T. H.",NED,2560,1989,1
52,"Smyslov, Vassily",URS,2560,1989,1
53,"Azmaiparashvili, Zurab",URS,2560,1989,1
54,"Murrey, Jacob",FRA,2560,1989,1
55,"Polgar, Judit                          w",HUN,2555,1989,1
56,"Romanishin, Oleg M.",URS,2555,1989,1
57,"Lobron, Eric",GER,2555,1989,1
57,"Bareev, Evgeny",URS,2555,1989,1
59,"Arnason, Jon L.",ISL,2550,1989,1
60,"Vladimirov, Evgeny",URS,2550,1989,1
61,"Kudrin, Sergey",USA,2550,1989,1
62,"Ftacnik, Lubomir",CSR,2550,1989,1
63,"Razuvaev, Yuri S.",URS,2550,1989,1
64,"Vyzmanavin, Alexey",URS,2550,1989,1
65,"Pinter, Jozsef",HUN,2550,1989,1
66,"Greenfeld, Alon",ISR,2550,1989,1
67,"Hodgson, Julian M.",ENG,2545,1989,1
68,"Benjamin, Joel",USA,2545,1989,1
69,"Khalifman, Alexander",URS,2545,1989,1
70,"Kovacevic, Vladimir",YUG,2545,1989,1
71,"Hansen, Curt",DEN,2545,1989,1
72,"Csom, Istvan",HUN,2545,1989,1
72,"Sosonko, Gennadi",NED,2545,1989,1
74,"Hansen, Lars Bo",DEN,2540,1989,1
75,"Smagin, Sergey",URS,2540,1989,1
76,"Rohde, Michael A.",USA,2540,1989,1
77,"Wilder, Michael",USA,2540,1989,1
78,"Yudasin, Leonid",URS,2540,1989,1
79,"Dzindzichashvili, Roman",USA,2540,1989,1
80,"Morovic Fernandez, Ivan",CHI,2540,1989,1
81,"Gutman, Lev",ISR,2535,1989,1
82,"Borges Mateos, Juan",CUB,2535,1989,1
83,"Gavrikov, Viktor",URS,2535,1989,1
84,"Dautov, Rustem",URS,2535,1989,1
84,"Lerner, Konstantin Z.",URS,2535,1989,1
86,"Browne, Walter S.",USA,2535,1989,1
87,"Goldin, Alexander",URS,2535,1989,1
88,"Popovic, Petar",YUG,2535,1989,1
89,"Kaidanov, Grigory S.",URS,2535,1989,1
90,"Todorcevic, Miodrag",YUG,2535,1989,1
91,"Gruenfeld, Yehuda",ISR,2535,1989,1
92,"Petursson, Margeir",ISL,2530,1989,1
93,"Mohr, Stefan",GER,2530,1989,1
94,"Ivanovic, Bozidar",YUG,2530,1989,1
95,"Christiansen, Larry M.",USA,2530,1989,1
95,"Damljanovic, Branko",YUG,2530,1989,1
97,"Velimirovic, Dragoljub",YUG,2530,1989,1
98,"Balashov, Yuri S.",URS,2530,1989,1
99,"Timoshenko, Georgy",URS,2530,1989,1
100,"Schussler, Harry",SWE,2530,1989,1
1,"Kasparov, Garry",URS,2775,1989,7
2,"Karpov, Anatoly",URS,2755,1989,7
3,"Short, Nigel D.",ENG,2660,1989,7
4,"Ivanchuk, Vassily",URS,2660,1989,7
5,"Kortschnoj, Viktor",SUI,2655,1989,7
6,"Salov, Valery",URS,2645,1989,7
7,"Gurevich, Mikhail",URS,2640,1989,7
8,"Andersson, Ulf",SWE,2635,1989,7
9,"Timman, Jan H.",NED,2635,1989,7
10,"Ljubojevic, Ljubomir",YUG,2635,1989,7
11,"Beliavsky, Alexander G.",URS,2620,1989,7
12,"Ehlvest, Jaan",URS,2620,1989,7
13,"Speelman, Jonathan S.",ENG,2615,1989,7
14,"Dolmatov, Sergey",URS,2610,1989,7
15,"Yusupov, Artur",URS,2610,1989,7
16,"Ribli, Zoltan",HUN,2605,1989,7
17,"Huebner, Robert",GER,2605,1989,7
18,"Gulko, Boris F.",USA,2605,1989,7
19,"Agdestein, Simen",NOR,2605,1989,7
20,"Nikolic, Predrag",YUG,2600,1989,7
21,"Portisch, Lajos",HUN,2600,1989,7
22,"Sokolov, Andrei",URS,2595,1989,7
23,"Gelfand, Boris",URS,2590,1989,7
24,"Georgiev, Kiril",BUL,2590,1989,7
25,"Vaganian, Rafael A.",URS,2585,1989,7
26,"Dorfman, Josif D.",URS,2585,1989,7
27,"Seirawan, Yasser",USA,2585,1989,7
28,"Chandler, Murray G.",ENG,2585,1989,7
29,"De Firmian, Nick E.",USA,2585,1989,7
30,"Polugaevsky, Lev",URS,2585,1989,7
31,"Spraggett, Kevin",CAN,2585,1989,7
32,"Tal, Mikhail N.",URS,2585,1989,7
33,"Petursson, Margeir",ISL,2580,1989,7
34,"Sax, Gyula",HUN,2580,1989,7
35,"Spassky, Boris V.",FRA,2580,1989,7
36,"Chernin, Alexander",URS,2580,1989,7
37,"Bareev, Evgeny",URS,2580,1989,7
38,"Wilder, Michael",USA,2575,1989,7
39,"Nunn, John D. M.",ENG,2575,1989,7
40,"Azmaiparashvili, Zurab",URS,2575,1989,7
41,"Miles, Anthony J.",USA,2570,1989,7
42,"Dreev, Alexey",URS,2570,1989,7
43,"Dokhoian, Yury",URS,2570,1989,7
44,"Kudrin, Sergey",USA,2570,1989,7
45,"Hort, Vlastimil",GER,2570,1989,7
46,"Psakhis, Lev",URS,2565,1989,7
47,"Tukmakov, Vladimir B.",URS,2565,1989,7
48,"Smyslov, Vassily",URS,2565,1989,7
49,"Vladimirov, Evgeny",URS,2565,1989,7
50,"Kozul, Zdenko",YUG,2560,1989,7
51,"Malaniuk, Vladimir P.",URS,2560,1989,7
52,"Eingorn, Vereslav S.",URS,2560,1989,7
53,"Lobron, Eric",GER,2560,1989,7
54,"Pigusov, Evgeny",URS,2560,1989,7
55,"Hellers, Ferdinand",SWE,2560,1989,7
56,"Pinter, Jozsef",HUN,2560,1989,7
57,"Nogueiras, Jesus",CUB,2560,1989,7
58,"Torre, Eugenio",PHI,2560,1989,7
59,"Kavalek, Lubomir",USA,2560,1989,7
60,"Damljanovic, Branko",YUG,2555,1989,7
61,"Vaiser, Anatoly V.",URS,2555,1989,7
62,"Anand, Viswanathan",IND,2555,1989,7
63,"Gavrikov, Viktor",URS,2555,1989,7
64,"Hjartarson, Johann",ISL,2555,1989,7
65,"Yudasin, Leonid",URS,2555,1989,7
66,"Polgar, Judit                          w",HUN,2555,1989,7
67,"Browne, Walter S.",USA,2555,1989,7
68,"Vyzmanavin, Alexey",URS,2555,1989,7
69,"Oll, Lembit",URS,2550,1989,7
70,"Popovic, Petar",YUG,2550,1989,7
71,"Ftacnik, Lubomir",CSR,2550,1989,7
72,"Christiansen, Larry M.",USA,2550,1989,7
73,"Hulak, Krunoslav",YUG,2550,1989,7
74,"Wang, Zili",CHN,2550,1989,7
75,"Rohde, Michael A.",USA,2550,1989,7
76,"Ivanovic, Bozidar",YUG,2545,1989,7
77,"Van der Wiel, John T. H.",NED,2545,1989,7
78,"Olafsson, Helgi",ISL,2545,1989,7
79,"Razuvaev, Yuri S.",URS,2545,1989,7
80,"Khalifman, Alexander",URS,2545,1989,7
81,"Smejkal, Jan",CSR,2545,1989,7
82,"Piket, Jeroen",NED,2540,1989,7
83,"Lputian, Smbat G.",URS,2540,1989,7
84,"Dzindzichashvili, Roman",USA,2540,1989,7
85,"Sosonko, Gennadi",NED,2540,1989,7
85,"Schussler, Harry",SWE,2540,1989,7
87,"Hodgson, Julian M.",ENG,2535,1989,7
88,"Wahls, Matthias",GER,2535,1989,7
88,"Fedorowicz, John P.",USA,2535,1989,7
90,"Balashov, Yuri S.",URS,2535,1989,7
91,"Smagin, Sergey",URS,2535,1989,7
92,"Timoshenko, Georgy",URS,2535,1989,7
93,"Dautov, Rustem",URS,2535,1989,7
94,"Murrey, Jacob",FRA,2535,1989,7
95,"Velimirovic, Dragoljub",YUG,2535,1989,7
96,"Greenfeld, Alon",ISR,2535,1989,7
97,"Larsen, Bent",DEN,2530,1989,7
98,"Lerner, Konstantin Z.",URS,2530,1989,7
99,"Todorcevic, Miodrag",YUG,2530,1989,7
100,"Smirin, Ilia",URS,2530,1989,7
1,"Kasparov, Garry",URS,2800,1990,1
2,"Karpov, Anatoly",URS,2730,1990,1
3,"Timman, Jan H.",NED,2680,1990,1
4,"Ivanchuk, Vassily",URS,2665,1990,1
5,"Gurevich, Mikhail",URS,2645,1990,1
6,"Salov, Valery",URS,2645,1990,1
7,"Beliavsky, Alexander G.",URS,2640,1990,1
8,"Short, Nigel D.",ENG,2635,1990,1
9,"Andersson, Ulf",SWE,2630,1990,1
10,"Kortschnoj, Viktor",SUI,2625,1990,1
11,"Ljubojevic, Ljubomir",YUG,2625,1990,1
12,"Ehlvest, Jaan",URS,2620,1990,1
13,"Dolmatov, Sergey",URS,2620,1990,1
14,"Yusupov, Artur",URS,2615,1990,1
15,"Gelfand, Boris",URS,2615,1990,1
16,"Mecking, Henrique",BRA,2615,1990,1
17,"Azmaiparashvili, Zurab",URS,2610,1990,1
18,"Gulko, Boris F.",USA,2610,1990,1
19,"Polugaevsky, Lev",URS,2610,1990,1
20,"Speelman, Jonathan S.",ENG,2610,1990,1
21,"Dreev, Alexey",URS,2605,1990,1
22,"Georgiev, Kiril",BUL,2605,1990,1
23,"Ribli, Zoltan",HUN,2605,1990,1
24,"Portisch, Lajos",HUN,2605,1990,1
25,"Vaganian, Rafael A.",URS,2605,1990,1
26,"Sax, Gyula",HUN,2605,1990,1
27,"Chernin, Alexander",URS,2600,1990,1
28,"Nunn, John D. M.",ENG,2600,1990,1
29,"Nikolic, Predrag",YUG,2600,1990,1
30,"Agdestein, Simen",NOR,2600,1990,1
31,"Seirawan, Yasser",USA,2595,1990,1
32,"Dorfman, Josif D.",URS,2595,1990,1
33,"Huebner, Robert",GER,2595,1990,1
34,"Bareev, Evgeny",URS,2590,1990,1
35,"Chandler, Murray G.",ENG,2585,1990,1
36,"Tal, Mikhail N.",URS,2585,1990,1
37,"Sokolov, Andrei",URS,2585,1990,1
38,"Miles, Anthony J.",USA,2580,1990,1
39,"Gavrikov, Viktor",URS,2580,1990,1
40,"Kozul, Zdenko",YUG,2575,1990,1
41,"Olafsson, Helgi",ISL,2575,1990,1
41,"Yudasin, Leonid",URS,2575,1990,1
43,"Tukmakov, Vladimir B.",URS,2570,1990,1
44,"Smyslov, Vassily",URS,2570,1990,1
45,"Psakhis, Lev",ISR,2570,1990,1
46,"Eingorn, Vereslav S.",URS,2570,1990,1
46,"Oll, Lembit",URS,2570,1990,1
48,"Hansen, Curt",DEN,2570,1990,1
49,"Wahls, Matthias",GER,2565,1990,1
49,"De Firmian, Nick E.",USA,2565,1990,1
51,"Vladimirov, Evgeny",URS,2565,1990,1
52,"Kudrin, Sergey",USA,2565,1990,1
53,"Ruban, Vadim",URS,2565,1990,1
54,"Alburt, Lev O.",USA,2565,1990,1
55,"Kindermann, Stefan",GER,2560,1990,1
56,"Browne, Walter S.",USA,2560,1990,1
57,"Ftacnik, Lubomir",CSR,2560,1990,1
58,"Fedorowicz, John P.",USA,2560,1990,1
59,"Vyzmanavin, Alexey",URS,2560,1990,1
60,"Khalifman, Alexander",URS,2560,1990,1
61,"Spassky, Boris V.",FRA,2560,1990,1
62,"Christiansen, Larry M.",USA,2560,1990,1
63,"Dautov, Rustem",URS,2560,1990,1
64,"Lerner, Konstantin Z.",URS,2560,1990,1
64,"Hulak, Krunoslav",YUG,2560,1990,1
66,"Hort, Vlastimil",GER,2560,1990,1
67,"Kavalek, Lubomir",USA,2560,1990,1
68,"Adams, Michael",ENG,2555,1990,1
69,"Anand, Viswanathan",IND,2555,1990,1
70,"Petursson, Margeir",ISL,2555,1990,1
71,"Spraggett, Kevin",CAN,2555,1990,1
72,"Rohde, Michael A.",USA,2555,1990,1
73,"Nogueiras, Jesus",CUB,2555,1990,1
74,"Pinter, Jozsef",HUN,2555,1990,1
75,"Wojtkiewicz, Aleksander",POL,2550,1990,1
76,"Epishin, Vladimir",URS,2550,1990,1
77,"Van der Wiel, John T. H.",NED,2550,1990,1
78,"Akopian, Vladimir",URS,2550,1990,1
79,"Novikov, Igor A.",URS,2550,1990,1
79,"Todorcevic, Miodrag",YUG,2550,1990,1
81,"Sokolov, Ivan",YUG,2550,1990,1
82,"Larsen, Bent",DEN,2550,1990,1
83,"Polgar, Judit                          w",HUN,2550,1990,1
84,"Torre, Eugenio",PHI,2550,1990,1
85,"Lobron, Eric",GER,2545,1990,1
86,"Krasenkov, Mikhail",URS,2545,1990,1
87,"Razuvaev, Yuri S.",URS,2545,1990,1
88,"Vasiukov, Evgeni",URS,2545,1990,1
89,"Aseev, Konstantin N.",URS,2545,1990,1
90,"Dzindzichashvili, Roman",USA,2545,1990,1
91,"Lputian, Smbat G.",URS,2545,1990,1
92,"Groszpeter, Attila",HUN,2545,1990,1
93,"Pigusov, Evgeny",URS,2545,1990,1
94,"Rashkovsky, Nukhim N.",URS,2540,1990,1
95,"Hodgson, Julian M.",ENG,2540,1990,1
96,"Vaiser, Anatoly V.",URS,2540,1990,1
97,"Dokhoian, Yury",URS,2540,1990,1
98,"Kovacevic, Vladimir",YUG,2540,1990,1
99,"Timoshenko, Georgy",URS,2540,1990,1
100,"Krogius, Nikolai V.",URS,2540,1990,1
1,"Kasparov, Garry",URS,2800,1990,7
2,"Karpov, Anatoly",URS,2730,1990,7
3,"Gelfand, Boris",URS,2680,1990,7
4,"Ivanchuk, Vassily",URS,2680,1990,7
5,"Timman, Jan H.",NED,2660,1990,7
6,"Ehlvest, Jaan",URS,2655,1990,7
7,"Salov, Valery",URS,2655,1990,7
8,"Kamsky, Gata",USA,2650,1990,7
9,"Gurevich, Mikhail",URS,2640,1990,7
10,"Seirawan, Yasser",USA,2635,1990,7
11,"Andersson, Ulf",SWE,2630,1990,7
12,"Kortschnoj, Viktor",SUI,2630,1990,7
13,"Vaganian, Rafael A.",URS,2630,1990,7
14,"Dreev, Alexey",URS,2615,1990,7
15,"Dolmatov, Sergey",URS,2615,1990,7
16,"Khalifman, Alexander",URS,2615,1990,7
17,"Yudasin, Leonid",URS,2615,1990,7
18,"Mecking, Henrique",BRA,2615,1990,7
19,"Anand, Viswanathan",IND,2610,1990,7
20,"Short, Nigel D.",ENG,2610,1990,7
21,"Ribli, Zoltan",HUN,2610,1990,7
22,"Polugaevsky, Lev",URS,2610,1990,7
23,"Nunn, John D. M.",ENG,2610,1990,7
24,"Yusupov, Artur",URS,2605,1990,7
25,"Bareev, Evgeny",URS,2605,1990,7
26,"Beliavsky, Alexander G.",URS,2605,1990,7
27,"Speelman, Jonathan S.",ENG,2605,1990,7
28,"Gulko, Boris F.",USA,2600,1990,7
29,"Chernin, Alexander",URS,2600,1990,7
30,"Nikolic, Predrag",YUG,2600,1990,7
31,"Sax, Gyula",HUN,2600,1990,7
32,"Ljubojevic, Ljubomir",YUG,2600,1990,7
33,"Agdestein, Simen",NOR,2600,1990,7
34,"Miles, Anthony J.",USA,2595,1990,7
35,"Olafsson, Helgi",ISL,2595,1990,7
35,"Christiansen, Larry M.",USA,2595,1990,7
37,"Adams, Michael",ENG,2590,1990,7
38,"Epishin, Vladimir",URS,2590,1990,7
39,"Portisch, Lajos",HUN,2590,1990,7
40,"Vyzmanavin, Alexey",URS,2585,1990,7
41,"Huebner, Robert",GER,2585,1990,7
42,"Shirov, Alexei",URS,2580,1990,7
43,"Georgiev, Kiril",BUL,2580,1990,7
44,"Dorfman, Josif D.",URS,2580,1990,7
45,"Tal, Mikhail N.",URS,2580,1990,7
46,"Gavrikov, Viktor",URS,2580,1990,7
47,"Balashov, Yuri S.",URS,2575,1990,7
48,"Azmaiparashvili, Zurab",URS,2575,1990,7
49,"Vladimirov, Evgeny",URS,2575,1990,7
50,"Novikov, Igor A.",URS,2575,1990,7
51,"Aseev, Konstantin N.",URS,2575,1990,7
52,"Psakhis, Lev",ISR,2575,1990,7
53,"Lputian, Smbat G.",URS,2575,1990,7
54,"Smyslov, Vassily",URS,2570,1990,7
55,"Lautier, Joel",FRA,2570,1990,7
56,"Razuvaev, Yuri S.",URS,2570,1990,7
57,"Spassky, Boris V.",FRA,2570,1990,7
58,"Sokolov, Andrei",URS,2570,1990,7
59,"Dlugy, Maxim",USA,2565,1990,7
60,"Fedorowicz, John P.",USA,2565,1990,7
61,"Rosentalis, Eduard",URS,2565,1990,7
62,"Pinter, Jozsef",HUN,2565,1990,7
63,"Benjamin, Joel",USA,2560,1990,7
64,"Shneider, Aleksandr",URS,2560,1990,7
65,"King, Daniel J.",ENG,2560,1990,7
66,"De Firmian, Nick E.",USA,2560,1990,7
67,"Chandler, Murray G.",ENG,2560,1990,7
68,"Kozul, Zdenko",YUG,2560,1990,7
69,"Dzindzichashvili, Roman",USA,2560,1990,7
70,"Oll, Lembit",URS,2560,1990,7
71,"Hansen, Curt",DEN,2560,1990,7
72,"Arencibia, Walter",CUB,2555,1990,7
73,"Van der Wiel, John T. H.",NED,2555,1990,7
74,"Hodgson, Julian M.",ENG,2555,1990,7
75,"Ruban, Vadim",URS,2555,1990,7
76,"Smirin, Ilia",URS,2555,1990,7
77,"Dautov, Rustem",URS,2555,1990,7
78,"Groszpeter, Attila",HUN,2555,1990,7
79,"Dvoirys, Semen I.",URS,2555,1990,7
80,"Smagin, Sergey",URS,2550,1990,7
81,"Petursson, Margeir",ISL,2550,1990,7
82,"Ftacnik, Lubomir",CSR,2550,1990,7
83,"Machulsky, Anatoly D.",URS,2550,1990,7
84,"Sokolov, Ivan",YUG,2550,1990,7
85,"Eingorn, Vereslav S.",URS,2550,1990,7
86,"Nogueiras, Jesus",CUB,2550,1990,7
87,"Yermolinsky, Alexey",URS,2550,1990,7
88,"Kavalek, Lubomir",USA,2550,1990,7
89,"Zapata, Alonso",COL,2545,1990,7
90,"Kengis, Edwin",URS,2545,1990,7
91,"Larsen, Bent",DEN,2545,1990,7
92,"Lerner, Konstantin Z.",URS,2545,1990,7
92,"Hulak, Krunoslav",YUG,2545,1990,7
94,"Smejkal, Jan",CSR,2545,1990,7
95,"Hort, Vlastimil",GER,2545,1990,7
96,"Makarichev, Sergey",URS,2545,1990,7
97,"Wolff, Patrick G.",USA,2540,1990,7
98,"Spraggett, Kevin",CAN,2540,1990,7
99,"Kaidanov, Grigory S.",URS,2540,1990,7
100,"Todorcevic, Miodrag",YUG,2540,1990,7
1,"Kasparov, Garry",URS,2800,1991,1
2,"Karpov, Anatoly",URS,2725,1991,1
3,"Gelfand, Boris",URS,2700,1991,1
4,"Ivanchuk, Vassily",URS,2695,1991,1
5,"Bareev, Evgeny",URS,2650,1991,1
6,"Gurevich, Mikhail",URS,2650,1991,1
7,"Ehlvest, Jaan",URS,2650,1991,1
8,"Yudasin, Leonid",URS,2645,1991,1
9,"Salov, Valery",URS,2645,1991,1
10,"Beliavsky, Alexander G.",URS,2640,1991,1
11,"Andersson, Ulf",SWE,2640,1991,1
12,"Khalifman, Alexander",GER,2640,1991,1
13,"Kamsky, Gata",USA,2640,1991,1
14,"Anand, Viswanathan",IND,2635,1991,1
15,"Short, Nigel D.",ENG,2635,1991,1
16,"Timman, Jan H.",NED,2630,1991,1
17,"Dreev, Alexey",URS,2625,1991,1
18,"Nikolic, Predrag",YUG,2620,1991,1
19,"Epishin, Vladimir",URS,2620,1991,1
20,"Huebner, Robert",GER,2620,1991,1
21,"Dolmatov, Sergey",URS,2620,1991,1
22,"Kortschnoj, Viktor",SUI,2615,1991,1
23,"Shirov, Alexei",URS,2615,1991,1
24,"Mecking, Henrique",BRA,2615,1991,1
25,"Speelman, Jonathan S.",ENG,2610,1991,1
25,"Romanishin, Oleg M.",URS,2610,1991,1
27,"Chernin, Alexander",URS,2610,1991,1
28,"Polugaevsky, Lev",URS,2610,1991,1
29,"Vyzmanavin, Alexey",URS,2605,1991,1
30,"Sax, Gyula",HUN,2605,1991,1
31,"Yusupov, Artur",URS,2605,1991,1
32,"Adams, Michael",ENG,2600,1991,1
33,"Nunn, John D. M.",ENG,2600,1991,1
34,"Seirawan, Yasser",USA,2595,1991,1
35,"Olafsson, Helgi",ISL,2595,1991,1
36,"Ribli, Zoltan",HUN,2595,1991,1
37,"Ftacnik, Lubomir",CSR,2590,1991,1
38,"Portisch, Lajos",HUN,2590,1991,1
39,"Christiansen, Larry M.",USA,2590,1991,1
40,"Ljubojevic, Ljubomir",YUG,2590,1991,1
41,"Agdestein, Simen",NOR,2590,1991,1
42,"Miles, Anthony J.",USA,2585,1991,1
43,"Georgiev, Kiril",BUL,2585,1991,1
44,"Vaganian, Rafael A.",URS,2585,1991,1
45,"Azmaiparashvili, Zurab",URS,2585,1991,1
46,"Razuvaev, Yuri S.",URS,2585,1991,1
47,"Gavrikov, Viktor",URS,2580,1991,1
48,"Kozul, Zdenko",YUG,2580,1991,1
49,"Balashov, Yuri S.",URS,2580,1991,1
50,"De Firmian, Nick E.",USA,2575,1991,1
51,"Vladimirov, Evgeny",URS,2575,1991,1
52,"Chandler, Murray G.",ENG,2575,1991,1
53,"Gulko, Boris F.",USA,2575,1991,1
54,"Eingorn, Vereslav S.",URS,2575,1991,1
55,"Dorfman, Josif D.",URS,2575,1991,1
56,"Krasenkov, Mikhail",URS,2570,1991,1
57,"Dautov, Rustem",URS,2570,1991,1
58,"Ruban, Vadim",URS,2570,1991,1
59,"Rosentalis, Eduard",URS,2570,1991,1
60,"Sokolov, Ivan",YUG,2570,1991,1
61,"Dlugy, Maxim",USA,2570,1991,1
62,"Tal, Mikhail N.",URS,2565,1991,1
63,"Hansen, Curt",DEN,2565,1991,1
64,"Lputian, Smbat G.",URS,2565,1991,1
65,"Goldin, Alexander",URS,2565,1991,1
66,"Yermolinsky, Alexey",USA,2565,1991,1
67,"Pinter, Jozsef",HUN,2565,1991,1
68,"Smirin, Ilia",URS,2560,1991,1
69,"Dvoirys, Semen I.",URS,2560,1991,1
70,"Oll, Lembit",URS,2560,1991,1
71,"Damljanovic, Branko",YUG,2560,1991,1
72,"Wahls, Matthias",GER,2560,1991,1
73,"Spassky, Boris V.",FRA,2560,1991,1
74,"Larsen, Bent",DEN,2560,1991,1
75,"Psakhis, Lev",ISR,2555,1991,1
76,"Fedorowicz, John P.",USA,2555,1991,1
77,"Benjamin, Joel",USA,2555,1991,1
78,"Dzindzichashvili, Roman",USA,2555,1991,1
79,"Shneider, Aleksandr",URS,2555,1991,1
80,"Akopian, Vladimir",URS,2555,1991,1
81,"Alburt, Lev O.",USA,2555,1991,1
82,"Machulsky, Anatoly D.",URS,2555,1991,1
83,"Stohl, Igor",CSR,2550,1991,1
84,"Granda Zuniga, Julio E.",PER,2550,1991,1
85,"Spasov, Vasil",BUL,2550,1991,1
86,"Piket, Jeroen",NED,2550,1991,1
87,"Lautier, Joel",FRA,2550,1991,1
87,"Smagin, Sergey",URS,2550,1991,1
89,"Hellers, Ferdinand",SWE,2550,1991,1
89,"Sokolov, Andrei",URS,2550,1991,1
91,"Kovacevic, Vladimir",YUG,2550,1991,1
92,"Kaidanov, Grigory S.",URS,2550,1991,1
93,"Rohde, Michael A.",USA,2550,1991,1
94,"Makarichev, Sergey",URS,2550,1991,1
95,"Kavalek, Lubomir",USA,2550,1991,1
96,"Rogers, Ian",AUS,2545,1991,1
97,"Hodgson, Julian M.",ENG,2545,1991,1
98,"Illescas Cordoba, Miguel",ESP,2545,1991,1
99,"King, Daniel J.",ENG,2545,1991,1
100,"Ye, Rongguang",CHN,2545,1991,1
1,"Kasparov, Garry",URS,2770,1991,7
2,"Ivanchuk, Vassily",URS,2735,1991,7
3,"Karpov, Anatoly",URS,2730,1991,7
4,"Bareev, Evgeny",URS,2680,1991,7
5,"Salov, Valery",URS,2665,1991,7
6,"Gelfand, Boris",URS,2665,1991,7
7,"Short, Nigel D.",ENG,2660,1991,7
8,"Beliavsky, Alexander G.",URS,2655,1991,7
9,"Anand, Viswanathan",IND,2650,1991,7
10,"Khalifman, Alexander",GER,2630,1991,7
11,"Gurevich, Mikhail",URS,2630,1991,7
12,"Speelman, Jonathan S.",ENG,2630,1991,7
12,"Timman, Jan H.",NED,2630,1991,7
14,"Polugaevsky, Lev",URS,2630,1991,7
15,"Yusupov, Artur",URS,2625,1991,7
16,"Nikolic, Predrag",YUG,2625,1991,7
17,"Andersson, Ulf",SWE,2625,1991,7
18,"Adams, Michael",ENG,2615,1991,7
19,"Epishin, Vladimir",URS,2615,1991,7
20,"Huebner, Robert",GER,2615,1991,7
21,"Azmaiparashvili, Zurab",URS,2615,1991,7
22,"Seirawan, Yasser",USA,2615,1991,7
23,"Nunn, John D. M.",ENG,2610,1991,7
24,"Shirov, Alexei",URS,2610,1991,7
25,"Kortschnoj, Viktor",SUI,2610,1991,7
26,"Dreev, Alexey",URS,2610,1991,7
27,"Mecking, Henrique",BRA,2610,1991,7
28,"Ehlvest, Jaan",URS,2605,1991,7
29,"Chernin, Alexander",URS,2605,1991,7
30,"Dolmatov, Sergey",URS,2605,1991,7
31,"Chandler, Murray G.",ENG,2605,1991,7
32,"Christiansen, Larry M.",USA,2600,1991,7
33,"Romanishin, Oleg M.",URS,2600,1991,7
34,"Ljubojevic, Ljubomir",YUG,2600,1991,7
35,"Hansen, Curt",DEN,2600,1991,7
36,"Oll, Lembit",URS,2600,1991,7
37,"Sax, Gyula",HUN,2600,1991,7
38,"Dorfman, Josif D.",URS,2600,1991,7
39,"Yudasin, Leonid",URS,2595,1991,7
40,"Kamsky, Gata",USA,2595,1991,7
41,"Granda Zuniga, Julio E.",PER,2595,1991,7
41,"Dautov, Rustem",URS,2595,1991,7
43,"Ribli, Zoltan",HUN,2595,1991,7
44,"Akopian, Vladimir",URS,2590,1991,7
45,"Vyzmanavin, Alexey",URS,2590,1991,7
46,"Razuvaev, Yuri S.",URS,2590,1991,7
47,"Piket, Jeroen",NED,2590,1991,7
48,"Balashov, Yuri S.",URS,2590,1991,7
49,"Georgiev, Kiril",BUL,2590,1991,7
50,"Agdestein, Simen",NOR,2590,1991,7
51,"Damljanovic, Branko",YUG,2585,1991,7
52,"Gavrikov, Viktor",URS,2585,1991,7
53,"Eingorn, Vereslav S.",URS,2585,1991,7
53,"Vaganian, Rafael A.",URS,2585,1991,7
55,"Vladimirov, Evgeny",URS,2580,1991,7
56,"Pinter, Jozsef",HUN,2580,1991,7
57,"Ftacnik, Lubomir",CSR,2575,1991,7
58,"Ruban, Vadim",URS,2575,1991,7
59,"Tal, Mikhail N.",URS,2575,1991,7
60,"Kengis, Edwin",URS,2575,1991,7
61,"Psakhis, Lev",ISR,2575,1991,7
62,"Yermolinsky, Alexey",USA,2575,1991,7
63,"Rosentalis, Eduard",URS,2575,1991,7
64,"Kurajica, Bojan",YUG,2570,1991,7
65,"Hodgson, Julian M.",ENG,2570,1991,7
66,"Sokolov, Ivan",YUG,2570,1991,7
67,"Goldin, Alexander",URS,2570,1991,7
67,"Lputian, Smbat G.",URS,2570,1991,7
69,"Portisch, Lajos",HUN,2570,1991,7
70,"De Firmian, Nick E.",USA,2570,1991,7
71,"Ivanov, Alexander",USA,2565,1991,7
72,"Ulibin, Mikhail",URS,2565,1991,7
73,"Vaiser, Anatoly V.",FRA,2565,1991,7
73,"Gulko, Boris F.",USA,2565,1991,7
